,location,total_sqft,bath,price,bhk
8194,others,1045.0,2,45.0,2
8195,others,1570.0,3,62.0,3
8196,others,1855.0,3,225.0,3
8197,others,1325.0,3,57.0,3
8198,others,1202.0,2,48.0,2
8199,others,1200.0,2,62.5,2
8200,others,425.0,1,20.03,1
8201,others,1100.0,2,48.0,2
8202,others,600.0,1,60.0,1
8203,others,1468.0,2,140.0,2
8204,others,4300.0,5,550.0,4
8205,others,1750.0,3,85.0,3
8206,others,775.0,2,55.0,2
8207,others,1105.0,2,58.0,2
8208,others,1559.6266939129125,2,93.0,1
8209,others,1602.0,2,75.0,3
8210,others,1352.0,3,135.0,3
8211,others,1780.0,3,84.83,3
8212,others,1200.0,3,95.0,4
8213,others,1976.0,3,184.0,3
8214,others,5500.0,4,600.0,4
8215,others,1559.6266939129125,2,45.0,2
8216,others,1200.0,3,95.0,3
8217,others,2500.0,6,115.0,7
8218,others,823.0,2,28.0,2
8219,others,1180.0,2,69.0,2
8220,others,686.0,1,17.0,1
8221,others,1001.0,2,33.03,2
8222,others,1500.0,4,180.0,4
8223,others,2400.0,2,80.0,3
8224,others,1282.0,2,87.0,2
8225,others,1611.0,2,64.44,3
8226,others,1500.0,2,95.0,3
8227,others,1300.0,1,115.0,2
8228,others,530.0,1,20.0,1
8229,others,1350.0,2,80.0,2
8230,others,900.0,2,27.0,2
8231,others,2400.0,6,125.0,8
8232,others,1225.0,2,53.0,2
8233,others,1141.0,2,62.0,2
8234,others,4100.0,7,140.0,7
8235,others,1559.6266939129125,1,110.0,1
8236,others,1175.0,2,48.27,2
8237,others,950.0,1,40.0,1
8238,others,1209.0,2,50.0,2
8239,others,4200.0,5,225.0,5
8240,others,1800.0,3,90.0,3
8241,others,1600.0,4,125.0,5
8242,others,1563.0,3,52.0,3
8243,others,1405.0,2,70.0,2
8244,others,1480.0,3,90.0,3
8245,others,1600.0,3,90.0,3
8246,others,1559.6266939129125,2,29.5,2
8247,others,1200.0,4,135.0,4
8248,others,1200.0,2,35.0,2
8249,others,1500.0,3,115.0,3
8250,others,1824.0,3,125.0,3
8251,others,750.0,1,56.25,1
8252,others,1060.0,2,42.0,2
8253,others,1500.0,3,62.0,3
8254,others,1339.0,2,55.0,2
8255,others,1600.0,3,75.0,3
8256,others,1225.0,2,55.11,2
8257,others,1000.0,2,50.0,2
8258,others,6000.0,5,400.0,4
8259,others,2400.0,3,170.0,3
8260,others,1480.0,2,65.0,2
8261,others,1500.0,2,98.0,3
8262,others,3095.0,3,350.0,3
8263,others,910.0,2,30.5,2
8264,others,1200.0,1,28.0,1
8265,others,1500.0,3,100.0,3
8266,others,1133.0,2,55.0,2
8267,others,1560.0,5,145.0,5
8268,others,2900.0,5,90.0,5
8269,others,1560.0,3,188.0,3
8270,others,856.0,2,40.0,2
8271,others,14000.0,3,800.0,4
8272,others,485.0,1,15.0,1
8273,others,1384.0,3,62.28,3
8274,others,1508.0,3,70.25,3
8275,others,2150.0,4,80.0,4
8276,others,1600.0,3,52.0,3
8277,others,1250.0,2,62.0,2
8278,others,1200.0,3,130.0,3
8279,others,1050.0,2,67.0,2
8280,others,1596.0,3,105.0,3
8281,others,1800.0,3,80.0,3
8282,others,925.0,2,48.0,2
8283,others,1395.0,2,63.59,2
8284,others,1200.0,3,85.0,3
8285,others,1132.0,2,67.0,2
8286,others,1262.0,2,63.0,2
8287,others,1515.0,3,88.0,3
8288,others,1655.0,3,86.06,3
8289,others,5000.0,7,299.0,7
8290,others,1380.0,2,80.0,2
8291,others,1450.0,3,65.0,3
8292,others,1200.0,2,54.0,2
8293,others,4346.0,5,500.0,4
8294,others,1178.0,2,47.0,2
8295,others,2200.0,3,187.0,3
8296,others,3329.0,3,330.0,3
8297,others,3600.0,4,300.0,4
8298,others,3500.0,3,450.0,4
8299,others,1595.0,3,76.0,3
8300,others,1093.0,2,65.0,2
8301,others,1367.0,2,62.0,2
8302,others,750.0,2,75.0,3
8303,others,1535.0,3,95.0,3
8304,others,1015.0,2,45.0,2
8305,others,1100.0,2,62.7,2
8306,others,930.0,2,45.0,2
8307,others,1650.0,2,80.0,3
8308,others,2197.0,4,280.0,3
8309,others,1240.0,2,46.0,3
8310,others,1100.0,2,60.0,2
8311,others,1600.0,3,172.0,4
8312,others,1450.0,2,85.0,3
8313,others,2000.0,3,166.0,4
8314,others,700.0,2,27.0,2
8315,others,1050.0,2,45.0,2
8316,others,1250.0,3,39.5,3
8317,others,1756.0,3,100.0,3
8318,others,1532.0,3,92.0,3
8319,others,1650.0,3,110.0,3
8320,others,1200.0,2,66.0,2
8321,others,1180.0,2,48.0,2
8322,others,1525.0,2,122.0,3
8323,others,1435.0,3,70.0,3
8324,others,1560.0,2,66.0,3
8325,others,1070.0,2,42.0,2
8326,others,2400.0,3,200.0,4
8327,others,1000.0,2,130.0,2
8328,others,1300.0,2,60.0,2
8329,others,3040.0,1,180.0,2
8330,others,1310.0,2,50.0,3
8331,others,1390.0,3,120.0,3
8332,others,1200.0,4,72.0,4
8333,others,1135.0,2,68.0,2
8334,others,900.0,2,55.0,2
8335,others,1378.0,2,42.33,3
8336,others,1210.0,2,62.0,2
8337,others,1464.0,3,56.0,3
8338,others,2500.0,3,250.0,3
8339,others,1600.0,3,80.0,3
8340,others,1250.0,3,39.5,3
8341,others,1100.0,2,50.0,2
8342,others,1269.72,2,68.0,2
8343,others,1168.0,3,70.0,3
8344,others,1552.0,2,51.0,2
8345,others,2100.0,4,155.0,4
8346,others,1300.0,2,65.0,2
8347,others,1515.0,3,93.93,3
8348,others,2400.0,5,85.0,4
8349,others,1243.0,2,58.0,2
8350,others,1616.0,3,75.0,3
8351,others,1800.0,6,44.5,5
8352,others,2700.0,4,214.0,6
8353,others,2000.0,3,210.0,3
8354,others,2400.0,4,300.0,5
8355,others,1760.0,3,176.0,3
8356,others,595.0,1,42.0,1
8357,others,1410.0,2,67.0,2
8358,others,1090.0,2,31.48,2
8359,others,1254.0,2,53.0,2
8360,others,2800.0,7,125.0,7
8361,others,1170.0,2,86.0,2
8362,others,2200.0,4,235.0,4
8363,others,1559.6266939129125,3,95.0,3
8364,others,1000.0,2,50.0,2
8365,others,920.0,2,35.0,2
8366,others,2400.0,3,142.0,4
8367,others,1464.0,3,56.0,3
8368,others,1280.0,2,40.0,2
8369,others,2000.0,3,85.0,3
8370,others,3817.0,2,124.0,2
8371,others,1650.0,3,175.0,3
8372,others,840.0,2,27.0,2
8373,others,1670.0,3,91.86,3
8374,others,1242.0,2,39.7,2
8375,others,1690.0,2,55.0,3
8376,others,1488.0,3,57.0,3
8377,others,1250.0,2,80.0,3
8378,others,1650.0,4,160.0,3
8379,others,800.0,2,50.0,2
8380,others,1225.0,2,150.0,2
8381,others,1260.0,2,58.0,2
8382,others,3675.0,4,367.0,4
8383,others,1200.0,2,150.0,2
8384,others,1350.0,4,130.0,5
8385,others,1250.0,2,65.0,2
8386,others,1225.0,2,48.0,2
8387,others,1350.0,2,80.0,2
8388,others,2000.0,3,100.0,3
8389,others,1614.0,3,110.0,3
8390,others,1188.0,2,73.0,2
8391,others,1480.0,3,90.0,3
8392,others,680.0,2,42.0,2
8393,others,2400.0,2,95.0,2
8394,others,1045.0,2,42.0,2
8395,others,955.0,2,53.55,2
8396,others,1115.0,2,56.87,2
8397,others,2479.13,3,215.0,3
8398,others,1100.0,2,106.0,2
8399,others,1690.0,3,75.0,3
8400,others,1068.0,2,40.05,2
8401,others,1925.0,3,120.0,3
8402,others,650.0,1,26.0,1
8403,others,1410.0,2,45.12,3
8404,others,2000.0,3,207.0,3
8405,others,1050.0,2,110.0,2
8406,others,1130.0,3,38.0,3
8407,others,900.0,2,45.0,2
8408,others,1550.0,2,70.0,3
8409,others,916.0,2,42.0,2
8410,others,1358.0,3,50.0,3
8411,others,1936.0,2,54.21,3
8412,others,1685.0,2,110.0,3
8413,others,850.0,2,33.0,2
8414,others,1550.0,3,110.0,3
8415,others,500.0,1,20.0,1
8416,others,1146.0,2,38.5,2
8417,others,3155.0,4,370.0,3
8418,others,1765.0,3,105.0,3
8419,others,1265.0,2,70.0,2
8420,others,1012.0,2,59.0,2
8421,others,2045.0,4,154.0,3
8422,others,2400.0,4,280.0,6
8423,others,581.91,2,25.0,1
8424,others,1158.0,2,85.0,3
8425,others,925.0,2,51.0,2
8426,others,1415.0,2,110.0,2
8427,others,1210.0,2,60.0,2
8428,others,1100.0,2,55.0,2
8429,others,4750.0,5,600.0,4
8430,others,1840.0,3,155.0,3
8431,others,824.0,2,60.0,2
8432,others,1340.0,2,100.0,3
8433,others,1620.0,2,110.0,3
8434,others,1533.0,3,115.0,3
8435,others,1560.0,3,85.0,3
8436,others,1375.0,2,48.06,3
8437,others,750.0,1,25.0,1
8438,others,1375.0,2,85.0,3
8439,others,1095.0,2,40.0,2
8440,others,1440.0,2,60.33,3
8441,others,1200.0,2,49.5,2
8442,others,975.0,2,43.0,2
8443,others,2800.0,4,200.0,5
8444,others,900.0,2,42.0,2
8445,others,1500.0,3,88.0,3
8446,others,1010.0,2,46.0,2
8447,others,1140.0,2,76.0,2
8448,others,1198.0,2,84.0,2
8449,others,4000.0,4,520.0,4
8450,others,1470.0,4,34.5,4
8451,others,1370.0,2,75.0,2
8452,others,1316.0,2,55.5,2
8453,others,1050.0,2,43.0,2
8454,others,2400.0,7,110.0,6
8455,others,1000.0,1,55.0,2
8456,others,1200.0,2,125.0,2
8457,others,1200.0,2,50.0,2
8458,others,1313.0,2,58.27,2
8459,others,936.0,2,42.0,2
8460,others,1050.0,1,70.0,1
8461,others,1200.0,2,80.0,3
8462,others,1464.0,3,56.0,3
8463,others,1256.0,2,60.0,2
8464,others,1020.0,2,37.0,2
8465,others,830.0,2,34.0,2
8466,others,1210.0,2,40.0,2
8467,others,1520.0,2,62.0,2
8468,others,2300.0,3,80.0,3
8469,others,400.0,1,14.0,1
8470,others,946.0,2,38.0,2
8471,others,1575.0,4,150.0,5
8472,others,860.0,1,43.0,2
8473,others,4800.0,5,629.0,4
8474,others,1200.0,2,70.0,2
8475,others,1700.0,3,80.0,3
8476,others,1100.0,2,60.0,2
8477,others,6040.0,4,170.0,5
8478,others,1300.0,2,79.0,2
8479,others,1311.0,2,48.0,2
8480,others,3500.0,4,350.0,4
8481,others,1400.0,2,55.0,3
8482,others,1000.0,2,110.0,3
8483,others,1942.0,3,102.0,3
8484,others,1000.0,2,53.0,2
8485,others,950.0,2,45.0,2
8486,others,1022.0,2,52.0,2
8487,others,2000.0,3,25.0,4
8488,others,990.0,2,44.55,2
8489,others,2400.0,3,260.0,3
8490,others,1533.0,3,85.0,3
8491,others,1475.0,3,70.0,3
8492,others,1135.0,2,55.0,2
8493,others,1440.0,5,110.0,5
8494,others,1452.55,2,110.0,2
8495,others,2357.0,3,151.0,3
8496,others,1170.0,2,105.0,2
8497,others,1411.0,3,91.72,3
8498,others,1200.0,3,44.0,2
8499,others,3095.0,3,375.0,3
8500,others,1350.0,2,67.5,2
8501,others,1100.0,3,78.0,3
8502,others,1240.0,2,43.79,2
8503,others,3600.0,4,365.0,4
8504,others,1175.0,2,48.27,2
8505,others,4000.0,4,170.0,4
8506,others,1945.0,3,120.0,3
8507,others,1465.0,2,74.72,3
8508,others,1650.0,3,165.0,3
8509,others,1550.0,2,150.0,3
8510,others,1360.0,2,59.27,3
8511,others,1150.0,2,75.0,3
8512,others,1200.0,3,74.0,3
8513,others,1229.0,3,86.03,3
8514,others,1030.0,2,61.0,2
8515,others,600.0,1,32.0,1
8516,others,1165.0,2,135.0,2
8517,others,1107.0,2,33.0,2
8518,others,1520.0,3,80.0,3
8519,others,3000.0,4,240.0,4
8520,others,1050.0,2,38.0,2
8521,others,1315.0,2,90.0,2
8522,others,1210.0,2,72.0,2
8523,others,1215.0,3,42.2,3
8524,others,30000.0,4,2100.0,4
8525,others,1445.0,3,64.0,3
8526,others,1170.0,2,68.0,2
8527,others,1600.0,2,110.0,2
8528,others,955.0,1,34.01,2
8529,others,1370.0,2,75.0,3
8530,others,1187.0,2,45.0,2
8531,others,1980.0,3,224.0,3
8532,others,1100.0,2,38.45,2
8533,others,1700.0,3,97.0,3
8534,others,1900.0,3,160.0,3
8535,others,1360.0,3,55.0,3
8536,others,1100.0,2,75.0,2
8537,others,1929.0,3,115.0,3
8538,others,3161.0,4,214.0,4
8539,others,1020.0,2,40.0,2
8540,others,3515.0,3,420.0,3
8541,others,1051.0,2,33.0,2
8542,others,1100.0,2,70.0,2
8543,others,1455.0,2,56.0,3
8544,others,4200.0,4,255.0,4
8545,others,1200.0,2,55.0,2
8546,others,700.0,1,41.0,1
8547,others,1300.0,2,49.0,3
8548,others,1400.0,2,67.0,2
8549,others,1200.0,2,53.0,2
8550,others,1535.0,3,55.0,3
8551,others,3000.0,3,250.0,3
8552,others,1100.0,2,61.0,2
8553,others,1260.0,1,41.0,1
8554,others,1500.0,1,37.5,1
8555,others,600.0,1,17.0,1
8556,others,1360.0,2,65.0,3
8557,others,1165.0,2,75.0,2
8558,others,1272.0,4,75.0,3
8559,others,965.0,2,45.0,2
8560,others,1600.0,5,140.0,5
8561,others,1559.6266939129125,2,38.0,2
8562,others,780.0,2,25.0,2
8563,others,1000.0,2,65.0,3
8564,others,1121.0,2,43.72,2
8565,others,2400.0,4,325.0,3
8566,others,674.0,1,19.9,2
8567,others,1463.0,1,142.0,2
8568,others,1306.0,2,58.0,3
8569,others,2401.0,3,185.0,3
8570,others,1875.0,2,235.0,3
8571,others,1225.0,2,47.0,2
8572,others,890.0,1,75.0,1
8573,others,1110.0,2,51.0,2
8574,others,1300.0,2,54.0,2
8575,others,2400.0,3,290.0,3
8576,others,960.0,2,32.0,2
8577,others,1690.0,3,100.0,3
8578,others,799.0,2,38.0,2
8579,others,1355.0,3,61.0,3
8580,others,1350.0,2,90.0,2
8581,others,1460.0,3,88.0,3
8582,others,1685.0,3,95.0,3
8583,others,800.0,1,52.0,1
8584,others,4000.0,5,280.0,4
8585,others,1100.0,2,53.0,2
8586,others,792.0,2,70.0,2
8587,others,2000.0,4,103.0,5
8588,others,1147.0,2,54.0,2
8589,others,2400.0,5,235.0,5
8590,others,2100.0,3,75.0,3
8591,others,1215.0,2,46.5,3
8592,others,461.82,1,31.7,1
8593,others,1500.0,2,85.0,3
8594,others,1065.0,2,50.0,2
8595,others,1205.0,2,42.18,2
8596,others,1260.0,2,75.0,2
8597,others,1199.0,2,50.0,2
8598,others,1070.0,2,33.0,2
8599,others,2820.0,3,285.0,3
8600,others,1950.0,3,130.0,3
8601,others,1326.0,2,62.17,2
8602,others,1350.0,2,140.0,3
8603,others,4051.0,4,345.0,4
8604,others,2100.0,3,170.0,3
8605,others,1991.0,3,160.0,3
8606,others,1234.0,2,61.0,2
8607,others,1200.0,3,66.0,3
8608,others,2220.0,4,65.0,3
8609,others,3000.0,4,342.0,4
8610,others,2400.0,6,245.0,6
8611,others,1069.0,2,55.0,2
8612,others,1559.6266939129125,5,140.0,5
8613,others,1375.0,2,105.0,2
8614,others,1693.0,3,108.0,3
8615,others,1160.0,2,41.75,2
8616,others,900.0,2,45.0,2
8617,others,1175.0,2,48.0,2
8618,others,1200.0,2,50.0,2
8619,others,600.0,2,23.0,2
8620,others,1364.0,2,70.0,2
8621,others,1150.0,2,77.5,3
8622,others,1146.0,2,39.5,2
8623,others,1110.0,2,41.0,2
8624,others,1156.0,2,49.5,2
8625,others,1058.0,2,60.0,2
8626,others,900.0,1,30.0,1
8627,others,1672.0,3,150.0,3
8628,others,1500.0,2,65.0,3
8629,others,1400.0,2,65.0,2
8630,others,1250.0,3,139.0,3
8631,others,1468.0,3,130.0,2
8632,others,1166.0,2,53.0,2
8633,others,900.0,2,46.0,2
8634,others,1190.0,3,55.0,3
8635,others,1480.0,2,145.0,3
8636,others,1500.0,3,65.0,3
8637,others,820.0,2,24.0,2
8638,others,2280.0,3,285.0,3
8639,others,2000.0,3,200.0,3
8640,others,1033.0,2,32.0,3
8641,others,1460.0,2,73.0,3
8642,others,1080.0,2,75.0,3
8643,others,2400.0,2,150.0,3
8644,others,1070.0,2,35.0,2
8645,others,1125.0,2,75.0,2
8646,others,1596.0,3,95.0,3
8647,others,1639.0,3,123.0,3
8648,others,920.0,2,37.0,2
8649,others,1740.0,3,199.0,3
8650,others,1372.0,2,90.0,3
8651,others,885.0,2,40.0,2
8652,others,6200.0,5,720.0,5
8653,others,1490.0,2,59.6,3
8654,others,1650.0,4,99.0,4
8655,others,925.0,2,63.0,2
8656,others,1200.0,3,95.0,4
8657,others,1200.0,2,79.0,2
8658,others,2500.0,3,270.0,3
8659,others,1584.0,3,145.0,4
8660,others,1570.0,3,115.0,3
8661,others,3000.0,3,400.0,3
8662,others,2400.0,6,130.0,6
8663,others,1680.0,3,85.0,3
8664,others,1464.0,2,56.0,2
8665,others,1750.0,3,180.0,3
8666,others,1500.0,1,160.0,2
8667,others,2100.0,6,275.0,6
8668,others,1200.0,2,50.0,2
8669,others,705.0,1,36.5,1
8670,others,1340.0,3,77.0,3
8671,others,1800.0,3,70.0,3
8672,others,925.0,2,42.0,2
8673,others,1230.0,2,57.0,2
8674,others,1260.0,1,41.0,1
8675,others,1200.0,2,125.0,2
8676,others,1200.0,3,130.0,3
8677,others,1100.0,2,39.5,2
8678,others,3100.0,5,385.0,4
8679,others,1219.0,2,40.0,2
8680,others,1200.0,4,150.0,4
8681,others,3259.0,3,270.0,3
8682,others,3200.0,3,190.0,4
8683,others,970.0,2,40.0,2
8684,others,596.0,1,42.0,1
8685,others,1200.0,4,110.0,4
8686,others,1910.0,3,190.0,3
8687,others,1405.0,2,70.0,3
8688,others,1800.0,3,65.0,3
8689,others,1750.0,3,149.0,3
8690,others,1360.0,2,65.0,3
8691,others,985.0,2,63.0,2
8692,others,1300.0,2,129.0,2
8693,others,1490.0,2,88.0,3
8694,others,620.0,1,25.0,2
8695,others,4428.0,4,255.0,4
8696,others,1301.0,2,55.0,2
8697,others,650.0,1,30.0,1
8698,others,1500.0,2,89.99,3
8699,others,1350.0,4,145.0,4
8700,others,910.0,1,42.0,1
8701,others,1250.0,3,39.0,3
8702,others,2000.0,3,85.0,3
8703,others,532.0,1,22.49,1
8704,others,1060.0,3,62.0,3
8705,others,902.0,2,42.0,2
8706,others,1550.0,2,160.0,2
8707,others,1374.0,2,70.0,3
8708,others,2145.0,4,125.0,4
8709,others,1080.0,2,55.0,2
8710,others,1000.0,2,80.0,2
8711,others,1240.0,2,52.6,2
8712,others,1500.0,2,97.0,3
8713,others,1865.0,4,140.0,3
8714,others,1200.0,2,49.0,2
8715,others,3500.0,4,245.0,4
8716,others,1203.0,2,59.86,2
8717,others,1600.0,3,76.0,3
8718,others,1134.0,2,40.0,2
8719,others,1320.0,2,73.0,3
8720,others,2150.0,6,205.0,6
8721,others,1100.0,2,56.1,2
8722,others,2400.0,5,120.0,5
8723,others,675.0,3,52.0,2
8724,others,1801.0,3,139.0,3
8725,others,1350.0,2,65.0,3
8726,others,2990.0,4,324.0,4
8727,others,2400.0,2,160.0,2
8728,others,1250.0,3,40.0,3
8729,others,1150.0,2,75.0,2
8730,others,1400.0,2,62.0,3
8731,others,1488.0,2,60.0,3
8732,others,4500.0,9,166.0,9
8733,others,1853.0,3,82.0,3
8734,others,861.0,2,35.0,2
8735,others,1256.0,2,62.8,2
8736,others,1390.0,2,80.0,3
8737,others,1550.0,2,90.0,3
8738,others,1310.0,2,37.83,3
8739,others,1080.0,2,39.0,2
8740,others,1500.0,4,110.0,4
8741,others,1531.0,3,72.0,3
8742,others,1839.0,3,165.0,3
8743,others,1200.0,2,55.0,2
8744,others,900.0,2,70.0,2
8745,others,1500.0,3,149.0,3
8746,others,1650.0,2,52.0,3
8747,others,1100.0,2,38.0,2
8748,others,750.0,2,50.0,1
8749,others,600.0,3,75.0,2
8750,others,1605.0,2,85.0,3
8751,others,1205.0,2,60.0,2
8752,others,1200.0,3,46.14,2
8753,others,1500.0,1,19.5,1
8754,others,1125.0,2,44.0,2
8755,others,1200.0,2,70.0,2
8756,others,1200.0,2,160.0,2
8757,others,1904.0,3,155.0,3
8758,others,2770.0,4,315.0,3
8759,others,813.0,1,39.0,1
8760,others,3884.0,4,240.0,4
8761,others,4750.0,2,120.0,4
8762,others,1630.0,2,97.78,3
8763,others,1090.0,2,36.0,2
8764,others,2425.0,4,173.0,4
8765,others,1150.0,2,56.0,2
8766,others,1141.0,2,49.0,2
8767,others,936.0,2,43.0,2
8768,others,1280.0,2,75.0,2
8769,others,735.0,1,75.0,1
8770,others,500.0,1,24.0,1
8771,others,1100.0,2,50.0,2
8772,others,1200.0,4,145.0,3
8773,others,1200.0,2,100.0,2
8774,others,1200.0,3,160.0,3
8775,others,1265.0,2,82.0,3
8776,others,3200.0,5,150.0,4
8777,others,1196.0,2,56.81,2
8778,others,1850.0,3,98.0,3
8779,others,2360.0,4,150.0,4
8780,others,1030.0,2,77.25,2
8781,others,1512.0,1,65.01,2
8782,others,2000.0,3,160.0,3
8783,others,1575.0,3,93.0,3
8784,others,1300.0,2,70.0,3
8785,others,975.0,2,50.0,2
8786,others,1380.0,2,75.0,2
8787,others,5800.0,5,80.0,5
8788,others,1000.0,2,45.0,2
8789,others,3000.0,5,100.0,4
8790,others,1080.0,2,45.0,2
8791,others,3100.0,3,250.0,3
8792,others,1190.0,2,100.0,2
8793,others,1827.0,3,100.0,3
8794,others,1500.0,3,95.0,3
8795,others,1180.0,2,63.0,2
8796,others,1300.0,3,47.0,3
8797,others,1155.0,2,60.0,3
8798,others,1540.0,3,68.0,3
8799,others,1206.0,2,38.5,2
8800,others,1645.0,3,95.0,3
8801,others,1200.0,4,140.0,4
8802,others,1200.0,2,55.0,3
8803,others,1161.0,2,36.69,2
8804,others,1097.0,2,65.0,2
8805,others,1600.0,3,165.0,4
8806,others,620.0,2,22.0,2
8807,others,900.0,2,110.0,2
8808,others,1200.0,2,125.0,2
8809,others,1355.0,2,75.0,2
8810,others,2000.0,3,85.0,3
8811,others,7500.0,4,900.0,4
8812,others,1280.0,2,49.75,2
8813,others,4200.0,1,160.0,2
8814,others,4104.0,4,360.0,4
8815,others,1150.0,3,110.0,4
8816,others,1215.0,2,49.85,2
8817,others,1076.0,2,52.0,2
8818,others,2080.0,2,150.0,2
8819,others,1505.0,2,90.0,2
8820,others,1200.0,3,95.75,3
8821,others,1810.0,4,148.0,3
8822,others,1250.0,2,39.0,2
8823,others,1530.0,2,97.0,3
8824,others,1500.0,3,70.0,3
8825,others,2000.0,5,80.0,4
8826,others,1410.0,2,45.12,3
8827,others,2000.0,3,85.0,3
8828,others,1500.0,2,130.0,3
8829,others,1600.0,3,72.0,3
8830,others,2100.0,6,71.0,6
8831,others,2500.0,3,75.0,3
8832,others,1400.0,2,80.0,2
8833,others,1533.0,3,150.0,3
8834,others,1100.0,2,38.0,2
8835,others,745.0,2,50.0,2
8836,others,1460.0,3,70.0,3
8837,others,1355.0,2,95.0,2
8838,others,833.0,1,49.0,1
8839,others,1037.0,2,36.28,2
8840,others,3000.0,5,270.0,4
8841,others,1220.0,2,68.0,2
8842,others,3811.0,3,475.0,4
8843,others,1545.0,3,85.0,3
8844,others,780.0,2,35.0,2
8845,others,1350.0,2,110.0,2
8846,others,1350.0,2,41.0,2
8847,others,1200.0,2,68.0,3
8848,others,1150.0,2,49.0,2
8849,others,2000.0,4,180.0,5
8850,others,1096.0,2,48.0,2
8851,others,1094.0,2,44.0,2
8852,others,1100.0,2,49.0,2
8853,others,1280.0,4,115.0,4
8854,others,1200.0,3,85.0,3
8855,others,1086.0,2,47.5,2
8856,others,1655.0,3,155.0,3
8857,others,1150.0,2,74.0,2
8858,others,1440.0,3,65.8,3
8859,others,1200.0,2,108.0,3
8860,others,1200.0,2,75.0,2
8861,others,1225.0,3,60.0,3
8862,others,1550.0,2,60.0,3
8863,others,1650.0,3,75.0,3
8864,others,1113.0,2,46.0,2
8865,others,1500.0,2,203.0,2
8866,others,1800.0,2,72.0,3
8867,others,1350.0,4,85.0,4
8868,others,4500.0,9,500.0,9
8869,others,935.0,2,32.73,2
8870,others,2500.0,5,120.0,5
8871,others,1550.0,3,160.0,3
8872,others,1140.0,2,52.0,2
8873,others,1050.0,2,40.0,2
8874,others,1758.0,3,95.0,3
8875,others,3179.0,5,351.0,4
8876,others,909.0,2,40.0,3
8877,others,1200.0,3,85.0,2
8878,others,1200.0,2,34.0,2
8879,others,1800.0,3,140.0,3
8880,others,1000.0,2,48.0,2
8881,others,1095.0,2,38.52,2
8882,others,3900.0,4,333.0,4
8883,others,2400.0,4,200.0,3
8884,others,1645.0,3,87.5,3
8885,others,1252.0,2,55.0,2
8886,others,2600.0,3,140.0,3
8887,others,950.0,2,60.0,2
8888,others,2107.0,4,95.0,4
8889,others,1450.0,3,68.0,3
8890,others,2431.0,3,100.0,3
8891,others,1155.0,2,56.0,2
8892,others,1450.0,2,62.63,2
8893,others,1900.0,3,205.0,3
8894,others,1365.0,3,60.0,2
8895,others,1402.0,2,85.0,3
8896,others,1150.0,4,110.0,4
8897,others,1550.0,3,75.0,3
8898,others,2100.0,3,240.0,3
8899,others,5000.0,4,290.0,4
8900,others,2000.0,3,85.0,3
8901,others,1100.0,2,45.0,2
8902,others,1200.0,3,140.0,3
8903,others,814.0,2,55.0,2
8904,others,1100.0,2,44.0,2
8905,others,830.0,2,37.0,2
8906,others,1590.0,3,120.0,3
8907,others,1100.0,2,48.0,2
8908,others,1230.0,2,53.51,3
8909,others,1450.0,2,89.6,3
8910,others,1367.0,2,62.0,2
8911,others,1340.0,2,77.0,2
8912,others,1135.0,2,32.91,2
8913,others,1745.0,3,77.0,3
8914,others,1665.0,3,105.0,3
8915,others,1220.0,2,48.79,2
8916,others,2300.0,4,200.0,4
8917,others,1210.0,2,76.0,2
8918,others,1100.0,2,46.0,2
8919,others,1286.0,3,67.0,3
8920,others,1141.0,2,40.0,2
8921,others,1140.0,2,45.0,2
8922,others,1065.0,2,58.0,2
8923,others,1082.0,2,42.0,3
8924,others,1290.0,2,40.63,2
8925,others,1636.0,3,97.0,3
8926,others,3600.0,4,450.0,4
8927,others,1450.0,3,42.0,3
8928,others,1120.0,2,40.0,2
8929,others,1200.0,3,72.0,3
8930,others,1500.0,2,65.0,3
8931,others,1100.0,2,47.0,2
8932,others,1000.0,1,75.0,2
8933,others,1388.0,3,69.99,3
8934,others,1176.0,2,44.0,2
8935,others,1170.0,2,86.0,2
8936,others,4830.0,5,390.0,4
8937,others,850.0,2,75.0,2
8938,others,1103.0,2,55.0,2
8939,others,1600.0,3,64.0,3
8940,others,1100.0,2,55.0,2
8941,others,2065.0,3,130.0,3
8942,others,1150.0,2,125.0,2
8943,others,1250.0,2,59.0,2
8944,others,1115.0,2,46.0,2
8945,others,2550.0,4,290.0,3
8946,others,3080.0,2,285.0,4
8947,others,1130.0,2,52.0,2
8948,others,450.0,1,25.0,1
8949,others,1100.0,2,85.0,2
8950,others,966.0,2,49.0,2
8951,others,4400.0,4,350.0,5
8952,others,1550.0,2,79.0,3
8953,others,1540.0,2,70.0,3
8954,others,1036.0,2,110.0,2
8955,others,1070.0,2,38.9,2
8956,others,1041.0,2,36.44,2
8957,others,1376.0,4,156.0,4
8958,others,1150.0,2,60.0,3
8959,others,1508.0,3,75.0,3
8960,others,1110.0,2,58.0,2
8961,others,1100.0,5,121.0,4
8962,others,1950.0,3,90.0,3
8963,others,1080.0,2,62.0,2
8964,others,999.0,2,43.66,2
8965,others,1180.0,2,40.0,2
8966,others,1127.0,2,55.0,2
8967,others,1475.0,2,200.0,3
8968,others,1200.0,3,96.25,3
8969,others,1250.0,2,65.0,3
8970,others,2631.0,3,200.0,4
8971,others,830.0,2,60.0,2
8972,others,1500.0,2,88.0,2
8973,others,1518.0,3,76.0,3
